ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10325,47,64.93,6,3051.71,2019-11-05,324,Shipped,Classic Cars,136,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,3301.55,1346.1,Salaries
10337,25,48.05,8,1201.25,2019-11-21,309,Shipped,Classic Cars,136,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Small,2965.29,1080.71,Utilities
10350,26,75.47,5,1962.22,2019-12-02,299,Shipped,Classic Cars,136,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,1831.32,1056.66,Logistics
10359,48,54.68,6,2624.64,2019-12-15,287,Shipped,Classic Cars,136,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,4142.82,1767.41,Logistics
10373,39,103.75,3,4046.25,2020-01-31,241,Shipped,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,3751.93,2114.49,Marketing
10395,32,105.33,2,3370.56,2020-03-17,196,Shipped,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,3791.03,1181.35,Marketing
10400,64,150.96,9,9661.44,2020-04-01,182,Shipped,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Large,2090.61,1729.19,Logistics
10414,19,145.52,3,2764.88,2020-05-06,148,On Hold,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,4402.79,456.49,Salaries
10103,42,128.53,4,5398.26,2018-01-29,977,Shipped,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,1598.15,1207.69,Salaries
10114,31,138.88,8,4305.28,2018-04-01,916,Shipped,Classic Cars,147,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium,3586.86,1484.47,Raw Materials
10126,22,152.17,4,3347.74,2018-05-28,860,Shipped,Classic Cars,147,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,5190.46,1045.16,Marketing
10140,26,122.62,4,3188.12,2018-07-24,804,Shipped,Classic Cars,147,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,2009.46,1031.75,Raw Materials
10150,20,159.56,1,3191.2,2018-09-19,748,Shipped,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2433.7,1166.11,Logistics
10164,21,168.42,2,3536.82,2018-10-21,717,Resolved,Classic Cars,147,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium,3099.65,1646.1,Logistics
10175,33,162.51,9,5362.83,2018-11-06,702,Shipped,Classic Cars,147,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,2496.52,1406.34,Utilities
10183,28,122.62,1,3433.36,2018-11-13,696,Shipped,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,1449.34,380.88,Marketing
10194,26,163.99,4,4263.74,2018-11-25,685,Shipped,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,3068.56,439.65,Marketing
10207,31,131.49,15,4076.19,2018-12-09,672,Shipped,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,1937.7,1196.57,Salaries
10217,48,146.26,4,7020.48,2019-02-04,616,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Large,3473.59,1728.84,Salaries
10229,50,128.53,9,6426.5,2019-03-11,582,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2080.58,200.0,Marketing
10245,28,163.99,2,4591.72,2019-05-04,529,Shipped,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,4549.93,1250.13,Raw Materials
10259,26,155.13,12,4033.38,2019-06-15,488,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,2216.75,1236.88,Salaries
10270,32,134.44,2,4302.08,2019-07-19,455,Shipped,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,2677.94,2194.17,Salaries
10281,44,159.56,9,7020.64,2019-08-19,425,Shipped,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Large,3813.52,1307.49,Logistics
10291,30,128.53,4,3855.9,2019-09-08,406,Shipped,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,1769.14,1691.49,Marketing
10305,38,175.81,13,6680.78,2019-10-13,372,Shipped,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,3227.46,1570.63,Logistics
10313,40,166.95,7,6678.0,2019-10-22,364,Shipped,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,4307.14,434.72,Raw Materials
10322,46,61.99,8,2851.54,2019-11-04,352,Shipped,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,1392.52,1884.1,Raw Materials
10334,26,122.62,2,3188.12,2019-11-19,338,On Hold,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,3184.63,1607.7,Marketing
10347,27,164.0,2,4428.0,2019-11-29,329,Shipped,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,3259.88,1754.13,Raw Materials
10357,43,134.44,9,5780.92,2019-12-10,319,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,3781.82,3463.12,Salaries
10370,35,65.63,4,2297.05,2020-01-20,279,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,1763.05,457.94,Logistics
10391,37,46.9,7,1735.3,2020-03-09,231,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,1679.54,2362.35,Marketing
10411,27,163.99,2,4427.73,2020-05-01,179,Shipped,Classic Cars,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium,3521.94,1356.28,Logistics
10425,38,155.13,12,5894.94,2020-05-31,150,In Process,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,3296.98,1643.66,Logistics
10108,33,159.55,6,5265.15,2018-03-03,971,Shipped,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium,3250.49,1477.24,Marketing
10122,42,180.95,10,7599.9,2018-05-08,906,Shipped,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Large,3346.45,1287.88,Logistics
10135,42,190.68,7,8008.56,2018-07-02,852,Shipped,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,2319.98,1215.08,Logistics
10147,48,192.62,7,9245.76,2018-09-05,788,Shipped,Classic Cars,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Large,3232.25,1664.75,Raw Materials
10169,30,167.33,2,5019.9,2018-11-04,729,Shipped,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,3293.07,741.41,Utilities
10181,27,200.41,14,5411.07,2018-11-12,722,Shipped,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,2285.65,1875.29,Raw Materials
10191,21,182.9,3,3840.9,2018-11-20,715,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium,4865.77,1291.9,Utilities
10203,20,196.52,8,3930.4,2018-12-02,704,Shipped,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3473.83,934.97,Marketing
10211,41,182.9,2,7498.9,2019-01-15,661,Shipped,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Large,1808.7,1274.99,Marketing
10225,27,167.33,9,4517.91,2019-02-22,624,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,3656.55,2128.57,Logistics
10238,28,206.24,3,5774.72,2019-04-09,579,Shipped,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,2025.32,1232.33,Logistics
10253,24,163.44,13,3922.56,2019-06-01,527,Cancelled,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,3787.08,1679.23,Logistics
10266,44,208.19,14,9160.36,2019-07-06,493,Shipped,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large,4158.6,1134.52,Raw Materials
10276,50,192.62,3,9631.0,2019-08-02,467,Shipped,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Large,2179.32,1878.96,Salaries
10287,21,163.44,12,3432.24,2019-08-30,440,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,3963.38,1842.75,Logistics
10300,33,167.33,5,5521.89,2018-10-04,771,Shipped,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium,3412.78,2424.3,Logistics
10310,33,210.14,10,6934.62,2019-10-16,395,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium,3822.06,1412.22,Salaries
10320,31,221.81,3,6876.11,2019-11-03,378,Shipped,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,4896.79,1834.33,Utilities
10329,41,71.47,5,2930.27,2019-11-15,367,Shipped,Classic Cars,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,2754.61,1549.03,Marketing
10341,45,79.65,2,3584.25,2019-11-24,359,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,2246.26,2147.94,Raw Materials
10363,33,85.39,3,2817.87,2020-01-06,317,Shipped,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,2110.49,1140.58,Salaries
10375,45,76.0,7,3420.0,2020-02-03,290,Shipped,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2184.19,1872.5,Logistics
10389,26,99.04,4,2575.04,2020-03-03,262,Shipped,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,2922.9,1402.65,Salaries
10419,12,163.44,13,1961.28,2020-05-17,188,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,3341.15,1467.91,Utilities
10105,41,211.96,15,8690.36,2018-02-11,1015,Shipped,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Large,3276.69,1545.88,Marketing
10117,33,182.86,9,6034.38,2018-04-16,952,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,3827.18,1626.12,Utilities
10127,46,245.2,2,11279.2,2018-06-03,905,Shipped,Classic Cars,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Large,3013.0,1441.89,Marketing
10142,33,243.13,12,8023.29,2018-08-08,840,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,4453.53,1607.36,Raw Materials
10153,20,245.2,11,4904.0,2018-09-28,790,Shipped,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2735.34,2289.06,Salaries
10165,44,195.33,3,8594.52,2018-10-22,767,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Large,5720.17,1992.72,Utilities
10176,33,226.5,2,7474.5,2018-11-06,753,Shipped,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large,3625.67,1934.58,Salaries
10185,21,184.94,13,3883.74,2018-11-14,746,Shipped,Classic Cars,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,2142.84,1272.23,Logistics
10196,47,189.1,5,8887.7,2018-11-26,735,Shipped,Classic Cars,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Large,1929.11,1055.38,Utilities
10208,46,187.02,13,8602.92,2019-01-02,699,Shipped,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Large,3482.47,1977.65,Salaries
10220,32,224.42,2,7181.44,2019-02-12,659,Shipped,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Large,2776.54,1938.02,Raw Materials
10231,42,199.49,2,8378.58,2019-03-19,625,Shipped,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Large,3714.0,2236.34,Logistics
10247,44,241.05,2,10606.2,2019-05-05,579,Shipped,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Large,3473.24,1198.01,Utilities
10272,35,166.24,2,5818.4,2019-07-20,504,Shipped,Classic Cars,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,2927.17,1385.23,Salaries
10282,41,172.47,5,7071.27,2019-08-20,474,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,2153.21,680.26,Salaries
10293,46,182.86,8,8411.56,2019-09-09,455,Shipped,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Large,1485.15,1303.76,Marketing
10306,31,211.96,13,6570.76,2019-10-14,421,Shipped,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,2553.49,1998.29,Logistics
10314,38,209.88,5,7975.44,2019-10-22,414,Shipped,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Large,3856.4,1266.75,Marketing
10325,42,64.0,8,2688.0,2019-11-05,401,Shipped,Classic Cars,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,3214.09,1820.24,Logistics
10336,33,57.22,10,1888.26,2019-11-20,387,Shipped,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small,1754.26,1404.75,Raw Materials
10348,48,52.36,8,2513.28,2019-11-01,407,Shipped,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,3173.18,1662.03,Marketing
10359,42,113.44,8,4764.48,2019-12-15,364,Shipped,Classic Cars,207,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,3385.32,926.15,Marketing
10371,32,111.27,6,3560.64,2020-01-23,326,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2116.14,1542.6,Raw Materials
10382,34,112.46,10,3823.64,2020-02-17,302,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,3153.73,200.0,Salaries
10395,33,69.12,1,2280.96,2020-03-17,274,Shipped,Classic Cars,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small,3058.21,1406.55,Marketing
10413,36,241.05,2,8677.8,2020-05-05,226,Shipped,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Large,1857.03,684.76,Salaries
10103,27,125.74,8,3394.98,2018-01-29,1054,Shipped,Trucks and Buses,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,3357.79,2103.0,Logistics
10113,21,162.64,2,3415.44,2018-03-26,999,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,3560.78,1888.7,Marketing
10126,21,116.17,8,2439.57,2018-05-28,937,Shipped,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,4083.05,1733.34,Utilities
10140,38,127.1,8,4829.8,2018-07-24,881,Shipped,Trucks and Buses,136,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,4053.8,2260.5,Logistics
10150,30,136.67,5,4100.1,2018-09-19,825,Shipped,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,1622.33,1025.54,Raw Materials
10164,49,133.94,6,6563.06,2018-10-21,794,Resolved,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium,2062.17,2373.68,Logistics
10174,43,158.54,1,6817.22,2018-11-06,779,Shipped,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,3515.04,1966.1,Salaries
10183,41,150.34,5,6163.94,2018-11-13,773,Shipped,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,3513.79,1381.72,Logistics
10194,38,129.84,8,4933.92,2018-11-25,762,Shipped,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,3515.05,2067.81,Utilities
10206,28,144.87,3,4056.36,2018-12-05,753,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,6852.73,946.85,Raw Materials
10216,43,133.94,1,5759.42,2019-02-02,695,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,3570.89,1087.74,Raw Materials
10229,25,138.04,13,3451.0,2019-03-11,659,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,4135.57,1195.71,Utilities
10245,38,155.8,6,5920.4,2019-05-04,606,Shipped,Trucks and Buses,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,3954.0,1235.51,Raw Materials
10258,41,162.64,3,6668.24,2019-06-15,565,Shipped,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium,3651.39,971.72,Salaries
10270,28,146.24,6,4094.72,2019-07-19,532,Shipped,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,2684.73,2111.54,Salaries
10281,25,117.54,13,2938.5,2019-08-19,502,Shipped,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,3758.97,1370.57,Marketing
10291,41,155.8,8,6387.8,2019-09-08,483,Shipped,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,2227.17,1676.25,Logistics
10304,39,164.0,3,6396.0,2019-10-11,451,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,2763.18,1214.82,Raw Materials
10313,21,127.1,11,2669.1,2019-10-22,441,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,2514.64,589.7,Salaries
10322,27,177.19,9,4784.13,2019-11-04,429,Shipped,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,3081.87,1635.03,Raw Materials
10347,29,123.67,3,3586.43,2019-11-29,405,Shipped,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,5314.66,543.87,Logistics
10357,49,121.64,8,5960.36,2019-12-10,395,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,1132.73,1465.68,Salaries
10370,49,172.86,8,8470.14,2020-01-20,355,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Large,3686.26,815.84,Marketing
10391,39,63.2,9,2464.8,2020-03-09,307,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,1387.28,2493.64,Utilities
10411,40,155.8,6,6232.0,2020-05-01,255,Shipped,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium,2528.07,1955.68,Marketing
